accountId,countPricing,creditCompleteDate,creditUsdRate,customerRevenue,detailCategory,detailSource,estRevenue,initiatorStatus,isFasterAch,isRTP,netRevenue,partner,payeeAmount,payeeAmountCurrency,payeeCcy,payeeCountry,payeeEmail,payeeFunding,payeeName,payerCcy,payerCountry,payerEmail,payerFunding,payerName,paymentId,paymentType,paymentUsdEquivalentAmount,period,processingMethod,revenueBasis,speedFlag,submissionDate,txnType,txnTypeRaw,typeDefn,usdAmount,usdAmountDebited
1324927,0.0,2026-04-02T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,251.24,USD,USD,US,,,Nest Egg Solutions LLC,USD,US,,,"Texas Innovative Controls, LLC",7041078,payment,251.24,2026-04,Wallet,gross,Standard,2026-03-01T00:00:00,Domestic,Domestic,Business,251.24,251.24
1382177,0.0,2026-04-03T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,2500.0,USD,USD,US,,,Temple Building Systems,USD,US,,,"Black Diamond Technologies, LLC",7145747,payment,2500.0,2026-04,Nacha,gross,Standard,2026-03-20T00:00:00,Domestic,Domestic,Business,2500.0,2500.0
1878948,0.0,2026-04-03T00:00:00,1.0,0.0,transaction,revenue_share,1.0,,False,False,0.0,Q2,225.0,USD,USD,US,,,Meadow Parke Estates Homeowners,USD,US,,,Jill   James,7148675,payment,225.0,2026-04,Nacha,gross,Standard,2026-03-23T00:00:00,Domestic,Domestic,Individual,225.0,225.0
1351767,0.0,2026-04-01T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,332906.56,USD,USD,US,,,Valve Solutions LLC,USD,US,,,Alex Patrick O'Neil,7167831,payment,332906.56,2026-04,Nacha,gross,Standard,2026-03-25T00:00:00,Domestic,Domestic,Business,332906.56,332906.56
1433426,0.0,2026-04-02T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,1125.0,USD,USD,US,,,"Trinity Logistics, Inc.",USD,US,,,"Seaman Group, LLC",7171757,payment,1125.0,2026-04,Nacha,gross,Standard,2026-03-26T00:00:00,Domestic,Domestic,Business,1125.0,1125.0
1351767,0.0,2026-04-02T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,7990.0,USD,USD,US,,,BTX Global Logistics,USD,US,,,Alex Patrick O'Neil,7178014,payment,7990.0,2026-04,Nacha,gross,Standard,2026-03-27T00:00:00,Domestic,Domestic,Business,7990.0,7990.0
1382177,0.0,2026-04-03T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,325.0,USD,USD,US,,,Jose Loera,USD,US,,,"Black Diamond Technologies, LLC",7180681,payment,325.0,2026-04,Nacha,gross,Standard,2026-03-27T00:00:00,Domestic,Domestic,Business,325.0,325.0
1351767,0.0,2026-04-05T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,2183.0,USD,USD,CN,,,"Qingdao Huaguan Valve Co.,Ltd.",USD,US,,,Alex Patrick O'Neil,7177984,payment,2183.0,2026-04,Wire,gross,Standard,2026-03-27T00:00:00,USD Abroad,USD Abroad,Business,2183.0,2183.0
1885442,0.0,2026-04-03T00:00:00,1.0,0.0,transaction,revenue_share,1.0,,False,False,0.0,Q2,225.0,USD,USD,US,,,Meadow Parke Estates Homeowners,USD,US,,,Ryan   Nelson,7183248,payment,225.0,2026-04,Nacha,gross,Standard,2026-03-28T00:00:00,Domestic,Domestic,Individual,225.0,225.0
1382177,0.0,2026-04-03T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,3054.0,USD,USD,US,,,Jose Loera,USD,US,,,"Black Diamond Technologies, LLC",7186841,payment,3054.0,2026-04,Nacha,gross,Standard,2026-03-30T00:00:00,Domestic,Domestic,Business,3054.0,3054.0
1382177,0.0,2026-04-03T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,6000.0,USD,USD,US,,,Jose Loera,USD,US,,,"Black Diamond Technologies, LLC",7187568,payment,6000.0,2026-04,Nacha,gross,Standard,2026-03-30T00:00:00,Domestic,Domestic,Business,6000.0,6000.0
1087450,0.0,2026-04-01T00:00:00,1.0,0.0,transaction,revenue_share,932.75,,False,False,0.0,Q2,26650.0,USD,USD,US,,,Cyclehoop US LLC,USD,US,,,USA Play,7195040,invoice,26650.0,2026-04,Nacha,gross,Standard,2026-03-31T00:00:00,Domestic,Domestic,Business,26650.0,26650.0
1382185,0.0,2026-04-07T00:00:00,0.01704147,0.0,transaction,revenue_share,26.4,,False,False,0.0,Q2,61966.47,PHP,PHP,PH,,,Rechill Castelltort,USD,US,,,"Black Diamond Technologies, LLC",7200402,invoice,1056.0,2026-04,Wire,gross,Standard,2026-04-01T00:00:00,FX,FX,Individual,1056.0,1056.0
1433426,0.0,2026-04-08T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,336.0,USD,USD,US,,,"Trinity Logistics, Inc.",USD,US,,,"Seaman Group, LLC",7199658,payment,336.0,2026-04,Nacha,gross,Standard,2026-04-01T00:00:00,Domestic,Domestic,Business,336.0,336.0
1351767,0.0,2026-04-08T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,5100.0,USD,USD,US,,,San Antonio Winsupply Co,USD,US,,,Alex Patrick O'Neil,7203966,payment,5100.0,2026-04,Nacha,gross,Standard,2026-04-01T00:00:00,Domestic,Domestic,Business,5100.0,5100.0
1382177,0.0,2026-04-08T00:00:00,1.0,0.0,transaction,revenue_share,0.0,,False,False,0.0,Q2,3000.0,USD,USD,US,,,Suite Leap,USD,US,,,"Black Diamond Technologies, LLC",7208279,payment,3000.0,2026-04,Nacha,gross,Standard,2026-04-02T00:00:00,Domestic,Domestic,Business,3000.0,3000.0
